carrier,product,state,age,sex,smoker,term_years,face_band_min,face_band_max,health_class,monthly_premium,face_amount,source_file,source_date,integrity_carrier,integrity_product,nearest_age,product_type,underwriting_mode,rank_in_quote,is_best,is_mvi_appointed,marketplace_policy_count,harvest_batch_id
symetra,swiftterm_instant_issue_available,NE,40,female,0,30,750000,750000,preferred_plus_nt,59.0,750000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm Instant Issue Available,41,fully_underwritten_term,fully_underwritten,3,0,0,30,2026-08-18
protective,protective_classic_choice_term,NE,40,female,0,30,750000,750000,preferred_plus_nt,59.72,750000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term,41,fully_underwritten_term,fully_underwritten,4,0,0,30,2026-08-18
corebridge,select_a_term_simplinow_choice,NE,40,female,0,30,750000,750000,preferred_plus_nt,59.79,750000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term (SimpliNow Choice),41,fully_underwritten_term,fully_underwritten,5,0,1,30,2026-08-18
corebridge,select_a_term,NE,40,female,0,30,750000,750000,preferred_plus_nt,59.79,750000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term,41,fully_underwritten_term,fully_underwritten,6,0,1,30,2026-08-18
pacific_life,promise_term,NE,40,female,0,30,750000,750000,preferred_plus_nt,59.93,750000,integrity-term-harvest.json,2026-08-18,Pacific Life Insurance Company - Lynchburg,Promise Term,41,fully_underwritten_term,fully_underwritten,7,0,0,30,2026-08-18
symetra,swiftterm_with_conversion_enhancement_rider,NE,40,female,0,30,750000,750000,preferred_plus_nt,61.14,750000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm with Conversion Enhancement Rider,41,fully_underwritten_term,fully_underwritten,8,0,0,30,2026-08-18
corebridge,qol_flex_term_simplinow_choice,NE,40,female,0,30,750000,750000,preferred_plus_nt,63.44,750000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term (SimpliNow Choice),41,fully_underwritten_term,fully_underwritten,9,0,1,30,2026-08-18
corebridge,qol_flex_term,NE,40,female,0,30,750000,750000,preferred_plus_nt,63.44,750000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term,41,fully_underwritten_term,fully_underwritten,10,0,1,30,2026-08-18
lincoln,termaccel_2019,NE,40,female,0,30,750000,750000,preferred_plus_nt,67.05,750000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,TermAccel 2019,41,fully_underwritten_term,fully_underwritten,11,0,0,30,2026-08-18
principal,term_non_convertible,NE,40,female,0,30,750000,750000,preferred_plus_nt,68.37,750000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Non Convertible,41,fully_underwritten_term,fully_underwritten,12,0,0,30,2026-08-18
prudential,essential_term_value,NE,40,female,0,30,750000,750000,preferred_plus_nt,68.47,750000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Value,41,fully_underwritten_term,fully_underwritten,13,0,0,30,2026-08-18
principal,term_convertible,NE,40,female,0,30,750000,750000,preferred_plus_nt,69.8,750000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Convertible,41,fully_underwritten_term,fully_underwritten,14,0,0,30,2026-08-18
protective,protective_classic_choice_term_with_cer,NE,40,female,0,30,750000,750000,preferred_plus_nt,69.92,750000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term with CER,41,fully_underwritten_term,fully_underwritten,15,0,0,30,2026-08-18
minnesota_life,advantage_elite_select_term,NE,40,female,0,30,750000,750000,preferred_plus_nt,69.99,750000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select Term,41,fully_underwritten_term,fully_underwritten,16,0,0,30,2026-08-18
nationwide,nationwide_intelligent_underwriting_guaranteed_level_term_br,NE,40,female,0,30,750000,750000,preferred_plus_nt,70.88,750000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide (Intelligent Underwriting) Guaranteed Level Term - Brokerage,41,fully_underwritten_term,fully_underwritten,17,0,0,30,2026-08-18
nationwide,nationwide_guaranteed_level_term_brokerage,NE,40,female,0,30,750000,750000,preferred_plus_nt,70.88,750000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide Guaranteed Level Term - Brokerage,41,fully_underwritten_term,fully_underwritten,18,0,0,30,2026-08-18
moo,term_life_answers_brokerage,NE,40,female,0,30,750000,750000,preferred_plus_nt,71.81,750000,integrity-term-harvest.json,2026-08-18,United of Omaha,Term Life Answers - Brokerage,41,fully_underwritten_term,fully_underwritten,19,0,1,30,2026-08-18
minnesota_life,advantage_elite_select_with_eca,NE,40,female,0,30,750000,750000,preferred_plus_nt,72.09,750000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select with ECA,41,fully_underwritten_term,fully_underwritten,20,0,0,30,2026-08-18
north_american,addvantage_term_gen_9,NE,40,female,0,30,750000,750000,preferred_plus_nt,73.7,750000,integrity-term-harvest.json,2026-08-18,North American Company for Life and Health Insurance,ADDvantage Term Gen 9,41,fully_underwritten_term,fully_underwritten,21,0,0,30,2026-08-18
principal,term_convertible_with_conversion_extension_rider,NE,40,female,0,30,750000,750000,preferred_plus_nt,74.87,750000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Convertible with Conversion Extension Rider,41,fully_underwritten_term,fully_underwritten,22,0,0,30,2026-08-18
prudential,essential_term_plus,NE,40,female,0,30,750000,750000,preferred_plus_nt,75.03,750000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Plus,41,fully_underwritten_term,fully_underwritten,23,0,0,30,2026-08-18
minnesota_life,advantage_elite_select_with_cica,NE,40,female,0,30,750000,750000,preferred_plus_nt,76.81,750000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select with CICA,41,fully_underwritten_term,fully_underwritten,24,0,0,30,2026-08-18
national_life_group,lsw_30_g,NE,40,female,0,30,750000,750000,preferred_plus_nt,81.84,750000,integrity-term-harvest.json,2026-08-18,National Life Group,LSW 30-G,41,fully_underwritten_term,fully_underwritten,25,0,0,30,2026-08-18
lincoln,lincoln_lifeelements_level_term_2019_eapp_full_application,NE,40,female,0,30,750000,750000,preferred_plus_nt,82.1,750000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eApp-Full Application),41,fully_underwritten_term,fully_underwritten,26,0,0,30,2026-08-18
lincoln,lincoln_lifeelements_level_term_2019_eticket_lincxpress,NE,40,female,0,30,750000,750000,preferred_plus_nt,82.1,750000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eTicket-LincXpress),41,fully_underwritten_term,fully_underwritten,27,0,0,30,2026-08-18
john_hancock,vitality_term,NE,40,female,0,30,750000,750000,preferred_plus_nt,84.65,750000,integrity-term-harvest.json,2026-08-18,John Hancock,Vitality Term,41,fully_underwritten_term,fully_underwritten,28,0,0,30,2026-08-18
john_hancock,protection_term,NE,40,female,0,30,750000,750000,preferred_plus_nt,88.64,750000,integrity-term-harvest.json,2026-08-18,John Hancock,Protection Term,41,fully_underwritten_term,fully_underwritten,29,0,0,30,2026-08-18
transamerica,trendsetter_lb,NE,40,female,0,30,750000,750000,preferred_plus_nt,89.01,750000,integrity-term-harvest.json,2026-08-18,Transamerica Life Insurance Co.,Trendsetter LB,41,fully_underwritten_term,fully_underwritten,30,0,1,30,2026-08-18
corebridge,select_a_term,NE,40,female,0,30,1000000,1000000,preferred_plus_nt,77.34,1000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term,41,fully_underwritten_term,fully_underwritten,1,1,1,30,2026-08-18
banner,opterm,NE,40,female,0,30,1000000,1000000,preferred_plus_nt,77.34,1000000,integrity-term-harvest.json,2026-08-18,Banner Life,OPTerm,41,fully_underwritten_term,fully_underwritten,2,0,0,30,2026-08-18
corebridge,select_a_term_simplinow_choice,NE,40,female,0,30,1000000,1000000,preferred_plus_nt,77.34,1000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term (SimpliNow Choice),41,fully_underwritten_term,fully_underwritten,3,0,1,30,2026-08-18
symetra,swiftterm_instant_issue_available,NE,40,female,0,30,1000000,1000000,preferred_plus_nt,77.35,1000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm Instant Issue Available,41,fully_underwritten_term,fully_underwritten,4,0,0,30,2026-08-18
pacific_life,promise_term,NE,40,female,0,30,1000000,1000000,preferred_plus_nt,77.36,1000000,integrity-term-harvest.json,2026-08-18,Pacific Life Insurance Company - Lynchburg,Promise Term,41,fully_underwritten_term,fully_underwritten,5,0,0,30,2026-08-18
protective,protective_classic_choice_term,NE,40,female,0,30,1000000,1000000,preferred_plus_nt,77.36,1000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term,41,fully_underwritten_term,fully_underwritten,6,0,0,30,2026-08-18
symetra,swiftterm_with_conversion_enhancement_rider,NE,40,female,0,30,1000000,1000000,preferred_plus_nt,80.24,1000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm with Conversion Enhancement Rider,41,fully_underwritten_term,fully_underwritten,7,0,0,30,2026-08-18
corebridge,qol_flex_term,NE,40,female,0,30,1000000,1000000,preferred_plus_nt,81.87,1000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term,41,fully_underwritten_term,fully_underwritten,8,0,1,30,2026-08-18
corebridge,qol_flex_term_simplinow_choice,NE,40,female,0,30,1000000,1000000,preferred_plus_nt,81.87,1000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term (SimpliNow Choice),41,fully_underwritten_term,fully_underwritten,9,0,1,30,2026-08-18
transamerica,trendsetter_super,NE,40,female,0,30,1000000,1000000,preferred_plus_nt,84.15,1000000,integrity-term-harvest.json,2026-08-18,Transamerica Life Insurance Co.,Trendsetter Super,41,fully_underwritten_term,fully_underwritten,10,0,1,30,2026-08-18
